Malartic Project PDP
Line:  100E
Timing (ms): 40:60,60:80,80:120,120:160,160:200,200:240,240:320,320:400,400:480,480:560,560:640,640:720,720:800,800:960,960:1120,1120:1280,1280:1440,1440:1600,1600:1760,1760:1920,Integration Window - 40:1920(ms)
     RDG    DIPOLE     n     Status   Nominal_a         Tx1        Tx1East       Tx1North        Tx1Elev        Tx2East       Tx2North    Rx1FileName         Rx1        Rx1East       Rx1North        Rx1Elev   Rx2FileName          Rx2        Rx2East       Rx2North        Rx2Elev        Contact             Vp         Vp_err             In         In_err            Rho         Rho_QC       Stack    TimeBase         MA     MA_err   MA_QC        C      Tau        M       M01       M02       M03       M04       M05       M06       M07       M08       M09       M10       M11       M12       M13       M14       M15       M16       M17       M18       M19       M20
     189       1       1       Good          50        1100     710632.687    5342413.345        304.800     708817.000    5345477.000   QB005703.DAT        1150     710659.273    5342455.176        312.100  RY003788.DAT         1200     710681.869    5342502.082        310.300          0.000        225.501         10.498        637.441         -5.221        215.353         Accept           7        2000      27.70     -99.90  Reject   -99.90 -9.99e+01   -99.90     2.476     1.989     1.760     1.532     2.645     3.766     4.878     5.940     6.978     6.796     6.680     6.650     6.711     6.812     6.930     6.992     6.986     6.914     6.813     6.653
     189       2       2       Good          50        1100     710632.687    5342413.345        304.800     708817.000    5345477.000   RY003788.DAT        1200     710681.869    5342502.082        310.300  OB005893.DAT         1250     710710.090    5342541.036        315.100          0.000         38.214         16.894        637.441         -5.221        122.293         Accept          11        2000     165.62     -99.90  Reject   -99.90 -9.99e+01   -99.90    -7.031    -7.073    -7.061    -7.047    -7.011    -7.411    -7.777    -8.106    -8.380    -8.575    -8.221    -7.831    -7.392    -6.886    -6.346    -4.599    -4.184    -4.361    -3.616    -7.336
     189       3       3       Good          50        1100     710632.687    5342413.345        304.800     708817.000    5345477.000   OB005893.DAT        1250     710710.090    5342541.036        315.100  MH004764.DAT         1300     710733.513    5342588.011        309.800          0.000          0.418       4644.853        637.441         -5.221          2.408         Accept           9        2000    1005.80     -99.90  Reject   -99.90 -9.99e+01   -99.90     0.394     0.390     0.411     0.432     0.453     0.494     0.505     0.489     0.472     0.453     0.441     0.455     0.464     0.471     0.476     0.436     0.399     0.363     0.315     0.295
     189       4       4       Good          50        1100     710632.687    5342413.345        304.800     708817.000    5345477.000   MH004764.DAT        1300     710733.513    5342588.011        309.800  MO004571.DAT         1350     710753.546    5342633.117        304.900          0.000          2.889        907.080        637.441         -5.221         30.894         Accept           7        2000    1329.25     -99.90  Reject   -99.90 -9.99e+01   -99.90     3.791     3.801     3.821     3.842     3.865     3.885     3.902     3.914     3.919     3.921     3.918     3.903     3.869     3.812     3.717     3.748     3.769     3.789     3.954     3.858
     189       5       5       Good          50        1100     710632.687    5342413.345        304.800     708817.000    5345477.000   MO004571.DAT        1350     710753.546    5342633.117        304.900  QX003214.DAT         1400     710777.045    5342671.303        320.250          0.000          5.812         29.593        637.441         -5.221         98.638         Accept           8        2000      14.11     -99.90  Reject   -99.90 -9.99e+01   -99.90     1.228     1.267     1.252     1.240     1.210     1.188     1.174     1.177     1.177     1.174     0.753     0.330    -0.093    -0.499    -0.890    -0.866    -0.846    -0.801    -0.773    -0.669
     189       6       6       Good          50        1100     710632.687    5342413.345        304.800     708817.000    5345477.000   QX003214.DAT        1400     710777.045    5342671.303        320.250  QE003591.DAT         1450     710801.614    5342722.660        315.700          0.000          2.089        686.061        637.441         -5.221         37.565         Accept           9        2000     491.04     -99.90  Reject   -99.90 -9.99e+01   -99.90     1.096     1.081     1.065     1.048     1.030     1.018     1.011     1.011     1.020     1.037     1.059     1.076     1.083     1.079     1.064     1.037     1.010     0.987     0.963     0.952
     189       7       7       Good          50        1100     710632.687    5342413.345        304.800     708817.000    5345477.000   QE003591.DAT        1450     710801.614    5342722.660        315.700  TQ005220.DAT         1500     710821.966    5342760.600        311.700          0.000         13.045         73.569        637.441         -5.221        416.842         Accept          10        2000     873.42     -99.90  Reject   -99.90 -9.99e+01   -99.90     9.372     9.285     9.173     9.070     9.019     9.064     9.229     9.534     9.948    10.378    10.749    11.003    11.138    11.227    11.278    11.362    12.451    12.897    13.883    13.376
     189       8       8       Good          50        1100     710632.687    5342413.345        304.800     708817.000    5345477.000   TQ005220.DAT        1500     710821.966    5342760.600        311.700  KV007147.DAT         1550     710843.782    5342805.736        315.000          0.000         26.967         38.361        637.441         -5.221        926.952         Accept           9        2000     445.60     -99.90  Reject   -99.90 -9.99e+01   -99.90    18.084    16.972    15.945    15.113    14.229    13.911    13.584    13.280    12.982    12.703    12.471    12.262    12.051    11.840    11.617    11.348    11.049    10.770    10.465    10.256
     189       9       9       Good          50        1100     710632.687    5342413.345        304.800     708817.000    5345477.000   KV007147.DAT        1550     710843.782    5342805.736        315.000  QF003850.DAT         1600     710868.594    5342852.985        310.800          0.000         27.235         35.795        637.441         -5.221       1144.969         Accept           9        2000     116.38     -99.90  Reject   -99.90 -9.99e+01   -99.90     3.358     3.267     3.251     3.252     3.289     3.404     3.310     3.182     3.026     2.811     2.502     2.569     2.585     2.589     2.653     2.967     3.127     3.451     3.981     4.355
     189      10      10       Good          50        1100     710632.687    5342413.345        304.800     708817.000    5345477.000   QF003850.DAT        1600     710868.594    5342852.985        310.800  NM003382.DAT         1650     710900.160    5342902.320        314.100          0.000          1.433        686.382        637.441         -5.221         69.475         Accept          12        2000    1228.88     -99.90  Reject   -99.90 -9.99e+01   -99.90     2.160     2.169     2.170     2.169     2.164     2.155     2.144     2.131     2.118     2.103     2.026     1.945     1.857     1.761     1.659     1.617     1.568     1.494     1.431     1.294
     189      11      11       Good          50        1100     710632.687    5342413.345        304.800     708817.000    5345477.000   NM003382.DAT        1650     710900.160    5342902.320        314.100  QA003640.DAT         1700     710919.377    5342944.596        309.500          0.000          2.337         42.103        637.441         -5.221        164.821         Accept           7        2000     386.92     -99.90  Reject   -99.90 -9.99e+01   -99.90     1.606     1.650     1.710     1.667     1.617     1.487     1.325     1.187     1.081     1.000     0.947     0.925     0.872     0.840     0.822     0.775     0.710     0.652     0.589     0.541
     189      12      12       Good          50        1100     710632.687    5342413.345        304.800     708817.000    5345477.000   QA003640.DAT        1700     710919.377    5342944.596        309.500  QC003779.DAT         1750     710939.726    5342987.433        311.000          0.000          1.201       -136.564        637.441         -5.221        102.753         Accept           4        2000     690.71     -99.90  Reject   -99.90 -9.99e+01   -99.90     0.716     0.679     0.674     0.656     0.647     0.634     0.619     0.609     0.627     0.654     0.682     0.727     0.774     0.804     0.844     0.886     0.928     0.978     1.032     1.102
     189      13      13       Good          50        1100     710632.687    5342413.345        304.800     708817.000    5345477.000   QC003779.DAT        1750     710939.726    5342987.433        311.000  ID005589.DAT         1800     710968.050    5343036.575        305.700          0.000          3.880        295.081        637.441         -5.221        331.788         Accept           6        2000    1059.09     -99.90  Reject   -99.90 -9.99e+01   -99.90     4.528     4.478     4.443     4.412     4.399     4.403     4.422     4.459     4.507     4.542     4.557     4.536     4.473     4.370     4.233     4.068     3.896     3.695     3.493     3.241
     189      14      14       Good          50        1100     710632.687    5342413.345        304.800     708817.000    5345477.000   ID005589.DAT        1800     710968.050    5343036.575        305.700  RI005270.DAT         1850     710991.017    5343072.628        307.400          0.000          5.228         82.265        637.441         -5.221        640.100         Accept           9        2000     626.33     -99.90  Reject   -99.90 -9.99e+01   -99.90     3.191     3.276     3.267     3.256     3.207     3.120     3.041     2.994     2.962     2.955     2.996     3.052     3.110     3.186     3.271     3.349     3.427     3.496     3.563     3.607
